,Indicator ID,Indicator Name,Parent Code,Parent Name,Area Code,Area Name,Area Type,Sex,Age,Category Type,Category,Time period,Value,Lower CI 95.0 limit,Upper CI 95.0 limit,Lower CI 99.8 limit,Upper CI 99.8 limit,Count,Denominator,Value note,Recent Trend,Compared to England value or percentiles,Compared to subnational parent value or percentiles,Time period Sortable
639960,349,% reporting good overall experience of making appointment,,,E92000001,England,Country,Persons,18+ yrs,,,2016/17,72.65369666917759,72.55424275870709,72.7529255329651,,,561906.63793394,773404.0574597791,,Decreasing,Not compared,Not compared,20160000
647482,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,,,2011/12,53.070690899999995,,,,,536193.7309,1010338.704,,,Not compared,Not compared,20110000
647483,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2011/12,51.946988952076204,,,,,51909.717388726,99928.25077237,Aggregated from all known lower geography values,,Lower,Not compared,20110000
647484,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2011/12,53.34192037929339,,,,,55540.692559488,104122.03416105,Aggregated from all known lower geography values,,Same,Not compared,20110000
647485,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2011/12,55.226992368864096,,,,,46502.407446695,84202.31747567,Aggregated from all known lower geography values,,Higher,Not compared,20110000
647486,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2011/12,52.513638211357794,,,,,47429.567043287,90318.56991586,Aggregated from all known lower geography values,,Lower,Not compared,20110000
647487,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2011/12,53.8256756818702,,,,,50595.218445817,93998.29691847,Aggregated from all known lower geography values,,Higher,Not compared,20110000
647488,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2011/12,54.156288046339505,,,,,50307.668927362996,92893.49536718,Aggregated from all known lower geography values,,Higher,Not compared,20110000
647489,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2011/12,53.9522301114089,,,,,55365.33593716,102619.17963879,Aggregated from all known lower geography values,,Higher,Not compared,20110000
647490,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2011/12,52.987685478740005,,,,,56231.550669625,106121.9227856,Aggregated from all known lower geography values,,Same,Not compared,20110000
647491,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2011/12,52.3693495609937,,,,,57162.2990444,109152.2035763,Aggregated from all known lower geography values,,Lower,Not compared,20110000
647492,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2011/12,50.55066395914721,,,,,45562.309372835996,90131.97019461,Aggregated from all known lower geography values,,Lower,Not compared,20110000
647493,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2011/12,56.105801992314504,,,,,120161.878802486,214170.1473565,Aggregated from all known lower geography values,,Higher,Not compared,20110000
647494,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2011/12,51.00734982052239,,,,,67121.40847406,131591.64063657,Aggregated from all known lower geography values,,Lower,Not compared,20110000
647495,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with younger adults and university cities,2011/12,52.8165323026029,,,,,51019.586194962,96597.75825996,Aggregated from all known lower geography values,,Same,Not compared,20110000
647496,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2011/12,55.4937079219861,,,,,89618.51412344401,161493.10882133,Aggregated from all known lower geography values,,Higher,Not compared,20110000
647497,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2011/12,53.3079027493466,,,,,107705.77350554199,202044.66495704,Aggregated from all known lower geography values,,Same,Not compared,20110000
647498,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2011/12,49.4691866483557,,,,,43136.666720867004,87199.06196861,Aggregated from all known lower geography values,,Lower,Not compared,20110000
647499,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2011/12,47.815695083841895,,,,,26599.067267083,55628.31873602,Aggregated from all known lower geography values,,Lower,Not compared,20110000
647500,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Mixed communities in Inner London,2011/12,45.4049449926326,,,,,11243.871746953,24763.54006987,Aggregated from all known lower geography values,,Lower,Not compared,20110000
655002,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,,,2012/13,53.49184279999999,53.3914759577576,53.5921813137531,,,507622.3677,948971.5467,,,Not compared,Not compared,20120000
655003,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2012/13,52.4525455699995,,,,,51202.1789998,97616.19468300001,Aggregated from all known lower geography values,,Lower,Not compared,20120000
655004,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2012/13,53.6242245464756,,,,,53935.475077999996,100580.428965,Aggregated from all known lower geography values,,Same,Not compared,20120000
655005,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2012/13,55.7859739696758,,,,,46135.38598580001,82700.691057,Aggregated from all known lower geography values,,Higher,Not compared,20120000
655006,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2012/13,52.7146760342319,,,,,46709.0069612,88607.216197,Aggregated from all known lower geography values,,Lower,Not compared,20120000
655007,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2012/13,53.756483933754204,,,,,49390.84883,91878.86784199999,Aggregated from all known lower geography values,,Same,Not compared,20120000
655008,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2012/13,55.158498975696496,,,,,50324.16115769999,91235.55225800001,Aggregated from all known lower geography values,,Higher,Not compared,20120000
655009,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2012/13,54.4075527699019,,,,,54242.3724446,99696.401847,Aggregated from all known lower geography values,,Higher,Not compared,20120000
655010,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2012/13,53.272752690145396,,,,,55231.85429419999,103677.492724,Aggregated from all known lower geography values,,Same,Not compared,20120000
655011,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2012/13,52.9459935650576,,,,,55945.2365538,105664.721326,Aggregated from all known lower geography values,,Lower,Not compared,20120000
655012,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2012/13,50.9672272811764,,,,,44262.487471199995,86844.997918,Aggregated from all known lower geography values,,Lower,Not compared,20120000
655013,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2012/13,56.733335013950004,,,,,118095.2661035,208158.51223,Aggregated from all known lower geography values,,Higher,Not compared,20120000
655014,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2012/13,51.1253305885363,,,,,65398.84794400001,127918.679823,Aggregated from all known lower geography values,,Lower,Not compared,20120000
655015,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with younger adults and university cities,2012/13,53.027441000940705,,,,,49671.353466,93671.036219,Aggregated from all known lower geography values,,Same,Not compared,20120000
655016,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2012/13,56.201777006547296,,,,,88524.068501,157511.155725,Aggregated from all known lower geography values,,Higher,Not compared,20120000
655017,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2012/13,53.971821044006795,,,,,105921.155562,196252.69911800002,Aggregated from all known lower geography values,,Higher,Not compared,20120000
655018,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2012/13,49.71218398592279,,,,,42698.555788800004,85891.530738,Aggregated from all known lower geography values,,Lower,Not compared,20120000
655019,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2012/13,47.644331224057105,,,,,25945.400900999997,54456.427940999994,Aggregated from all known lower geography values,,Lower,Not compared,20120000
655020,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Mixed communities in Inner London,2012/13,45.142940516347,,,,,11124.35951,24642.523022999998,Aggregated from all known lower geography values,,Lower,Not compared,20120000
662535,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,,,2013/14,53.9541020897353,53.85019181896379,54.057978001881104,,,477046.6531,884171.2393,,,Not compared,Not compared,20130000
662536,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2013/14,53.2570647258039,,,,,48104.5793311,90325.25464700001,Aggregated from all known lower geography values,,Lower,Not compared,20130000
662537,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2013/14,54.4164516236561,,,,,50280.146931,92398.797479,Aggregated from all known lower geography values,,Same,Not compared,20130000
662538,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2013/14,56.153859834468,,,,,43331.0267959,77164.8234398,Aggregated from all known lower geography values,,Higher,Not compared,20130000
662539,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2013/14,53.3789815375286,,,,,43944.6642792,82325.782571,Aggregated from all known lower geography values,,Lower,Not compared,20130000
662540,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2013/14,54.5621016389464,,,,,46658.179336,85513.896889,Aggregated from all known lower geography values,,Higher,Not compared,20130000
662541,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2013/14,54.7438427857792,,,,,46975.4667929,85809.58954,Aggregated from all known lower geography values,,Higher,Not compared,20130000
662542,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2013/14,54.4715319245915,,,,,50698.8578557,93074.044486,Aggregated from all known lower geography values,,Higher,Not compared,20130000
662543,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2013/14,54.0036399486206,,,,,52507.9616111,97230.411989,Aggregated from all known lower geography values,,Same,Not compared,20130000
662544,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2013/14,53.284886478523,,,,,52584.338113,98685.277549,Aggregated from all known lower geography values,,Lower,Not compared,20130000
662545,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2013/14,51.3965956408351,,,,,41960.7648518,81641.13659400001,Aggregated from all known lower geography values,,Lower,Not compared,20130000
662546,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2013/14,57.033489709216994,,,,,111056.19060710001,194721.01597379998,Aggregated from all known lower geography values,,Higher,Not compared,20130000
662547,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2013/14,51.52767380815129,,,,,61753.2992394,119844.919585,Aggregated from all known lower geography values,,Lower,Not compared,20130000
662548,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with younger adults and university cities,2013/14,53.5248082168429,,,,,46308.2711107,86517.39754600001,Aggregated from all known lower geography values,,Same,Not compared,20130000
662549,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2013/14,56.49269602813129,,,,,83344.2596604,147531.035904,Aggregated from all known lower geography values,,Higher,Not compared,20130000
662550,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2013/14,54.145272450606,,,,,99584.354141,183920.681592,Aggregated from all known lower geography values,,Same,Not compared,20130000
662551,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2013/14,50.987976299462005,,,,,40413.826345099995,79261.48335,Aggregated from all known lower geography values,,Lower,Not compared,20130000
662552,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2013/14,49.0619571208661,,,,,24351.217669999998,49633.604322,Aggregated from all known lower geography values,,Lower,Not compared,20130000
662553,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Mixed communities in Inner London,2013/14,45.0091144081483,,,,,10234.567124,22738.876911000003,Aggregated from all known lower geography values,,Lower,Not compared,20130000
670077,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,,,2014/15,54.0424289490694,53.9359204469329,54.14890053658,,,454676.994182865,841333.3801324159,,,Not compared,Not compared,20140000
670078,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2014/15,52.5951713789938,,,,,45493.546498958094,86497.5725074412,Aggregated from all known lower geography values,,Lower,Not compared,20140000
670079,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2014/15,54.5038657615882,,,,,48458.2083446448,88907.8373937943,Aggregated from all known lower geography values,,Same,Not compared,20140000
670080,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2014/15,56.5718367890639,,,,,41478.182554932995,73319.4905966908,Aggregated from all known lower geography values,,Higher,Not compared,20140000
670081,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2014/15,53.157819899344304,,,,,41572.7224000073,78206.22154694519,Aggregated from all known lower geography values,,Lower,Not compared,20140000
670082,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2014/15,54.7547516790666,,,,,44452.934963559295,81185.5292927101,Aggregated from all known lower geography values,,Higher,Not compared,20140000
670083,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2014/15,55.431909702900704,,,,,44840.4213677883,80892.7955181775,Aggregated from all known lower geography values,,Higher,Not compared,20140000
670084,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2014/15,54.9923861342283,,,,,48807.6472120433,88753.4632392765,Aggregated from all known lower geography values,,Higher,Not compared,20140000
670085,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2014/15,53.9282814727713,,,,,49950.6166595427,92624.1580399016,Aggregated from all known lower geography values,,Same,Not compared,20140000
670086,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2014/15,53.17124779769671,,,,,49777.499470210896,93617.3242719483,Aggregated from all known lower geography values,,Lower,Not compared,20140000
670087,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2014/15,51.526880000812795,,,,,39845.2147111772,77328.9877255302,Aggregated from all known lower geography values,,Lower,Not compared,20140000
670088,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2014/15,57.0690609715909,,,,,105192.686973137,184325.245907765,Aggregated from all known lower geography values,,Higher,Not compared,20140000
670089,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2014/15,51.6982575799057,,,,,59225.7520731417,114560.44138741301,Aggregated from all known lower geography values,,Lower,Not compared,20140000
670090,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with younger adults and university cities,2014/15,53.9879105204918,,,,,44329.235807380705,82109.5600478093,Aggregated from all known lower geography values,,Same,Not compared,20140000
670091,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2014/15,56.444756483538704,,,,,78416.6605215278,138926.38644724598,Aggregated from all known lower geography values,,Higher,Not compared,20140000
670092,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2014/15,54.523965112727005,,,,,94904.0172800325,174059.272989081,Aggregated from all known lower geography values,,Higher,Not compared,20140000
670093,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2014/15,50.6801527487079,,,,,38769.727621855294,76498.8373537285,Aggregated from all known lower geography values,,Lower,Not compared,20140000
670094,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2014/15,48.815856967253396,,,,,23722.1300923412,48595.1319225112,Aggregated from all known lower geography values,,Lower,Not compared,20140000
670095,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Mixed communities in Inner London,2014/15,45.451319542919705,,,,,10116.7838134486,22258.5040768626,Aggregated from all known lower geography values,,Lower,Not compared,20140000
677623,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,,,2015/16,53.1707385170969,53.062757518065396,53.27868982848761,,,436296.349259439,820557.2490198709,,,Not compared,Not compared,20150000
677624,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2015/16,51.8722764855636,,,,,44090.4491363921,84998.0994157114,Aggregated from all known lower geography values,,Lower,Not compared,20150000
677625,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2015/16,52.9837348802155,,,,,45967.7651011365,86758.25742571651,Aggregated from all known lower geography values,,Same,Not compared,20150000
677626,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2015/16,55.0365615918389,,,,,39413.0886048602,71612.55620791651,Aggregated from all known lower geography values,,Higher,Not compared,20150000
677627,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2015/16,52.5385746683521,,,,,40025.7020149722,76183.4561893487,Aggregated from all known lower geography values,,Lower,Not compared,20150000
677628,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2015/16,53.699053258038,,,,,42433.7172234053,79021.3507480292,Aggregated from all known lower geography values,,Same,Not compared,20150000
677629,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2015/16,54.57944251370271,,,,,43032.453412757204,78843.702740191,Aggregated from all known lower geography values,,Higher,Not compared,20150000
677630,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2015/16,54.297243267789604,,,,,46960.6580918346,86488.1074352679,Aggregated from all known lower geography values,,Higher,Not compared,20150000
677631,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2015/16,53.305158431554005,,,,,48017.633760845594,90080.65105462949,Aggregated from all known lower geography values,,Same,Not compared,20150000
677632,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2015/16,52.901866792679606,,,,,48155.830825177996,91028.60398839769,Aggregated from all known lower geography values,,Same,Not compared,20150000
677633,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2015/16,50.566329398235204,,,,,38199.0510880536,75542.4638146402,Aggregated from all known lower geography values,,Lower,Not compared,20150000
677634,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2015/16,56.1078504141085,,,,,100677.060021971,179434.890623889,Aggregated from all known lower geography values,,Higher,Not compared,20150000
677635,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2015/16,50.742590941459,,,,,56668.9966668111,111679.351833235,Aggregated from all known lower geography values,,Lower,Not compared,20150000
677636,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with younger adults and university cities,2015/16,52.72114699079229,,,,,41925.2486243667,79522.6413258591,Aggregated from all known lower geography values,,Same,Not compared,20150000
677637,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Smaller CCGs with older populations and more rural areas,2015/16,56.5635024304148,,,,,76650.5922813062,135512.45765872198,Aggregated from all known lower geography values,,Higher,Not compared,20150000
677638,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Larger CCGs with older populations and more rural areas,2015/16,53.4204516324999,,,,,90472.83805132381,169359.927305972,Aggregated from all known lower geography values,,Same,Not compared,20150000
677639,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Asian",2015/16,50.005119112961,,,,,37437.748893728596,74867.83264960769,Aggregated from all known lower geography values,,Lower,Not compared,20150000
677640,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,"Deprived urban areas with younger people and ethnic diversity, particularly Black",2015/16,47.536321945154,,,,,22889.5146135067,48151.63158798,Aggregated from all known lower geography values,,Lower,Not compared,20150000
677641,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Mixed communities in Inner London,2015/16,43.463436626371696,,,,,9574.35010642136,22028.516034583598,Aggregated from all known lower geography values,,Lower,Not compared,20150000
685188,351,% with a long-standing health condition,,,E92000001,England,Country,Persons,18+ yrs,,,2016/17,53.5161537537722,53.406562271853396,53.6257112942733,,,425938.4576,795906.3343,,Decreasing,Not compared,Not compared,20160000
692710,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,,,2011/12,18.4118201,,,,,180303.5416,979281.4641,,,Not compared,Not compared,20110000
692711,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Most deprived decile,2011/12,17.7688074713782,,,,,17050.400988077,95956.92347695,Aggregated from all known lower geography values,,Lower,Not compared,20110000
692712,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second most deprived decile,2011/12,18.2727750015032,,,,,18297.757526994,100136.71993164,Aggregated from all known lower geography values,,Same,Not compared,20110000
692713,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third more deprived decile,2011/12,19.2686034664467,,,,,15675.117744121,81350.56477454,Aggregated from all known lower geography values,,Higher,Not compared,20110000
692714,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth more deprived decile,2011/12,17.954039329137,,,,,15678.571278661,87326.14979414,Aggregated from all known lower geography values,,Lower,Not compared,20110000
692715,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth more deprived decile,2011/12,18.428680857558803,,,,,16773.629105763,91019.1523496,Aggregated from all known lower geography values,,Same,Not compared,20110000
692716,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fifth less deprived decile,2011/12,19.5214226704474,,,,,17585.864759844,90084.95465069999,Aggregated from all known lower geography values,,Higher,Not compared,20110000
692717,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Fourth less deprived decile,2011/12,19.072272305138103,,,,,18992.706062323,99582.81718328,Aggregated from all known lower geography values,,Higher,Not compared,20110000
692718,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Third less deprived decile,2011/12,18.5583185869342,,,,,19185.453291042,103379.26467406,Aggregated from all known lower geography values,,Same,Not compared,20110000
692719,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Second least deprived decile,2011/12,18.0918428682692,,,,,19279.393101076002,106564.00921373,Aggregated from all known lower geography values,,Same,Not compared,20110000
692720,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG deprivation deciles in England (IMD2010),Least deprived decile,2011/12,17.5918575980366,,,,,15540.701545806001,88340.31005083,Aggregated from all known lower geography values,,Lower,Not compared,20110000
692721,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Traditional communities with deprived areas and poorer health,2011/12,20.2585537150704,,,,,41902.822450083,206840.14781821,Aggregated from all known lower geography values,,Higher,Not compared,20110000
692722,352,% with caring responsibility,,,E92000001,England,Country,Persons,18+ yrs,CCG cluster shapes,Areas with lower deprivation and better health,2011/12,17.4429607333615,,,,,22396.795949697003,128400.19703112,Aggregated from all known lower geography values,,Lower,Not compared,20110000
