,BNF CODE,BNF NAME                                    ,SUB_CHAPTER,SUB_CHAPTER_REM,ITEMS  ,NIC        ,ACT COST   ,QUANTITY
966786,21270001052,Sigvaris MTM Magic Class 1 B/Knee C/T+Gr,2127000,1052,1,160.44,148.61,4
4972619,21270001053,Sigvaris MTM Magic Class 1 Thigh O/T+Gri,2127000,1053,1,90.5,83.84,2
2136693,21270001054,Sigvaris MTM Magic Class 1 Thigh C/T+Gri,2127000,1054,1,181,167.67,4
7851520,21270001055,Sigvaris MTM Magic Class 1 Panty Open To,2127000,1055,1,143.97,133.36,1
2252772,21270001056,Sigvaris MTM Magic Class 1 Panty Closed ,2127000,1056,1,143.97,133.37,1
8110649,21270001057,Sigvaris MTM Magic Class 2 B/Knee Open T,2127000,1057,1,203.64,188.64,6
4547680,21270001058,Sigvaris MTM Magic Class 2 B/Knee Closed,2127000,1058,2,203.64,188.66,6
4940295,21270001059,Sigvaris MTM Magic Class 2 B/Knee O/T+Gr,2127000,1059,1,246.78,228.6,6
7700835,21270001062,Sigvaris MTM Magic Class 2 Thigh C/T+Gri,2127000,1062,1,97.7,90.51,2
6102074,21270001064,Sigvaris MTM Magic Class 2 Panty Closed ,2127000,1064,1,310.56,287.68,2
155475,21270001065,Mediven Mondi MTM Class 1 B/Knee Open To,2127000,1065,1,68.32,63.3,2
2598749,21270001066,Mediven Mondi MTM Class 1 Thigh Open Toe,2127000,1066,2,79.54,73.68,2
92622,21270001067,Mediven Mondi MTM Class 1 Thigh Open Toe,2127000,1067,1,112.22,103.96,2
707,21270001068,Mediven Mondi MTM Class 2 B/Knee Open To,2127000,1068,1,35.77,33.15,1
1762459,21270001069,Mediven Mondi MTM Class 2 Thigh Open Toe,2127000,1069,1,175.68,162.74,4
736116,21270001071,Mediven Mondi MTM Class 3 B/Knee Open To,2127000,1071,1,160.32,148.51,4
2118909,21270001072,Mediven Mondi MTM Class 3 Thigh Open Toe,2127000,1072,1,98.8,91.52,2
8357433,21270001073,Mediven Mondi MTM Class 3 Thigh Open Toe,2127000,1073,1,123.74,114.63,2
184266,21270001074,Mediven Mondi MTM Acc Closed Toe        ,2127000,1074,1,4.2,3.89,4
184267,21270001075,Mediven Mondi MTM Acc Slc Topband       ,2127000,1075,1,31.84,29.49,4
708,21270001076,Mediven Mondi MTM Acc Zipper            ,2127000,1076,1,22.05,20.42,1
2406658,21270001077,Haddenham Star Cotton Class 1 B/Knee Ope,2127000,1077,1,54.28,50.29,4
2334706,21270001078,Haddenham Star Cotton Class 1 B/Knee Clo,2127000,1078,1,27.14,25.15,2
354551,21270001079,Haddenham Star Cotton Class 1 B/Knee ExW,2127000,1079,1,30.27,28.05,2
2261363,21270001080,Haddenham Star Cotton Class 1 B/Knee ExW,2127000,1080,3,90.81,84.15,6
972793,21270001081,Haddenham Star Cotton Class 1 Thigh Grip,2127000,1081,1,50.1,46.41,2
3149959,21270001082,Haddenham Star Cotton Class 1 Thigh Grip,2127000,1082,1,50.1,46.42,2
8668669,21270001083,Haddenham Star Cotton Class 1 Thigh Grip,2127000,1083,1,53.24,49.33,2
5743523,21270001084,Haddenham Star Cotton Class 1 Thigh Grip,2127000,1084,1,106.48,98.64,4
8493990,21270001085,Haddenham Star Cotton Class 1 Tights Ope,2127000,1085,1,50.1,46.42,1
3450110,21270001086,Haddenham Star Cotton Class 1 Tights ExW,2127000,1086,1,102.3,94.77,2
1788387,21270001087,Haddenham Star Cotton Class 2 B/Knee Ope,2127000,1087,1,27.14,25.15,2
2013899,21270001088,Haddenham Star Cotton Class 2 B/Knee Clo,2127000,1088,1,27.14,25.15,2
4273658,21270001089,Haddenham Star Cotton Class 2 B/Knee ExW,2127000,1089,1,30.27,28.05,2
2259728,21270001090,Haddenham Star Cotton Class 2 B/Knee ExW,2127000,1090,1,60.54,56.09,4
6554674,21270001091,Haddenham Star Cotton Class 2 Thigh Grip,2127000,1091,1,50.1,46.42,2
6554675,21270001092,Haddenham Star Cotton Class 2 Thigh Grip,2127000,1092,1,50.1,46.42,2
6696436,21270001093,Haddenham Star Cotton Class 2 Thigh Grip,2127000,1093,1,53.24,49.33,2
3685628,21270001094,Haddenham Star Cotton Class 2 Thigh Grip,2127000,1094,1,106.48,98.64,4
5341211,21270001095,Haddenham Star Cotton Class 2 Tights Ope,2127000,1095,1,50.1,46.42,1
2112346,21270001096,Haddenham Star Cotton Class 2 Tights ExW,2127000,1096,1,106.48,98.63,2
2440339,21270001097,Haddenham Star Cotton Class 1 A/Sleeve L,2127000,1097,1,30.28,28.06,2
2065545,21270001098,Haddenham Star Cotton Class 1 A/Sleeve E,2127000,1098,1,16.18,15,1
7904192,21270001099,Haddenham Star Cotton Class 1 A/Sleeve +,2127000,1099,1,54.28,50.28,2
3345279,21270001101,Haddenham Star Cotton Class 1 A/Sleeve +,2127000,1101,1,36.54,33.86,2
3345280,21270001102,Haddenham Star Cotton Class 1 A/Sleeve+G,2127000,1102,1,19.31,17.9,1
343131,21270001103,Haddenham Star Cotton Class 1 A/Sleeve +,2127000,1103,1,60.54,56.09,2
4892742,21270001104,Haddenham Star Cotton Class 1 A/Sleeve+G,2127000,1104,2,62.64,58.02,2
87691,21270001105,Haddenham Star Cotton Class 2 A/Sleeve L,2127000,1105,1,15.14,14.04,1
7072387,21270001106,Haddenham Star Cotton Class 2 A/Sleeve E,2127000,1106,1,64.72,59.96,4
5372257,21270001107,Haddenham Star Cotton Class 2 A/Sleeve +,2127000,1107,1,54.28,50.29,2
5135806,21270001108,Haddenham Star Cotton Class 2 A/Sleeve+M,2127000,1108,1,56.36,52.22,2
5372258,21270001109,Haddenham Star Cotton Class 2 A/Sleeve +,2127000,1109,1,36.54,33.86,2
2709358,21270001110,Haddenham Star Cotton Class 2 A/Sleeve+G,2127000,1110,1,77.24,71.56,4
1417637,21270001111,Haddenham Star Cotton Class 2 A/Sleeve +,2127000,1111,1,30.27,28.05,1
7156034,21270001112,Haddenham Star Cotton Class 2 A/Sleeve+G,2127000,1112,1,31.32,29.02,1
680387,21270001113,Sigvaris Diaphane (15-21mmHg) B/Knee Cls,2127000,1113,2,108,100.06,8
374540,21270001114,Sigvaris Diaphane (15-21mmHg)Thigh GripT,2127000,1114,2,103.76,96.14,4
300670,21270001115,Sigvaris Diaphane (15-21mmHg) Panty Clos,2127000,1115,1,207.52,192.23,4
680388,21270001116,Sigvaris Diaphane (22-32mmHg) B/Knee Cls,2127000,1116,1,27,25.02,2
733438,21270001117,Sigvaris Diaphane (22-32mmHg)Thigh GripT,2127000,1117,1,51.88,48.07,2
328057,21270001118,Sigvaris Diaphane (22-32mmHg) Panty Clos,2127000,1118,2,103.76,96.14,2
265050,21270001119,Sigvaris Opalis (15-21mmHg) B/Knee Open ,2127000,1119,1,54,50.03,4
3325433,21270001120,Sigvaris Opalis (15-21mmHg) Thigh Plus G,2127000,1120,1,103.76,96.12,4
3318595,21270001121,Jobst Elvarex Acc For L/Extrem Adj Wstbn,2127000,1121,1,18.72,17.34,2
2440342,21270001122,Jobst Elvarex Acc For L/Extrem Fly For M,2127000,1122,1,11.55,10.7,1
86001,21270001123,Jobst Elvarex Soft For L/Extrem Class 1 ,2127000,1123,1,33.61,31.14,1
680389,21270001124,Jobst Elvarex Soft For L/Extrem Class 1 ,2127000,1124,1,156.52,144.99,4
1272567,21270001125,Jobst Elvarex Soft For L/Extrem Class 1 ,2127000,1125,1,69.11,64.03,1
2147170,21270001126,Jobst Elvarex Soft Acc For L/Extrem Adj ,2127000,1126,1,9.28,8.6,1
86002,21270001127,Jobst Elvarex Soft Acc For L/Extrem T He,2127000,1127,1,6.53,6.05,1
4706308,21270001128,Haddenham Custom Goldpunkt Class 2 Toe C,2127000,1128,1,89.6,82.99,2
3345762,21270001129,Haddenham Custom Goldpunkt Class 2 B/Kne,2127000,1129,1,35.42,32.82,1
6843349,21270001130,Haddenham Custom Goldpunkt Class 2 Thigh,2127000,1130,1,86.48,80.12,2
4793737,21270001134,Haddenham Custom Goldpunkt Class 3 B/Kne,2127000,1134,1,154.2,142.83,4
3430869,21270001135,Haddenham Custom Goldpunkt Class 3 Thigh,2127000,1135,1,187.52,173.71,4
3706570,21270001138,Haddenham Custom Goldpunkt Class 4 B/Kne,2127000,1138,1,162.52,150.55,4
3706571,21270001139,Haddenham Custom Goldpunkt Class 4 Thigh,2127000,1139,1,210.44,194.94,4
2163126,21270001142,Haddenham Custom Goldpunkt L/Limb Acc Sl,2127000,1142,1,31.24,28.94,4
5838581,21270001150,Haddenham Custom Goldpunkt Class 2 A/Sle,2127000,1150,1,140.66,130.29,2
2190448,21270001151,Haddenham Custom Goldpunkt Class 2 A/Sle,2127000,1151,1,191.7,177.58,2
1749324,21270001156,Haddenham Custom Goldpunkt Class 3 A/Sle,2127000,1156,1,193.78,179.49,2
1749325,21270001157,Haddenham Custom Goldpunkt U/Limb Acc Sl,2127000,1157,1,8.34,7.73,2
3345764,21270001160,Haddenham Custom Pertex Class 1 Toe Cap ,2127000,1160,1,85.44,79.15,2
23220,21270001161,Haddenham Custom Pertex Class 1 B/Knee L,2127000,1161,1,131.28,121.6,4
2024576,21270001162,Haddenham Custom Pertex Class 1 Thigh Ly,2127000,1162,1,78.14,72.39,2
3680118,21270001163,Haddenham Custom Pertex Class 1 Thigh + ,2127000,1163,1,60.95,56.47,1
3345767,21270001164,Haddenham Custom Pertex Class 1 Panty Ly,2127000,1164,3,426.63,395.22,3
3700831,21270001165,Haddenham Custom Pertex Class 2 Toe Cap ,2127000,1165,1,43.76,40.55,1
242585,21270001166,Haddenham Custom Pertex Class 2 B/Knee L,2127000,1166,1,139.6,129.31,4
2582627,21270001167,Haddenham Custom Pertex Class 2 Thigh Ly,2127000,1167,1,85.44,79.15,2
5156163,21270001168,Haddenham Custom Pertex Class 2 Thigh + ,2127000,1168,1,118.78,110.04,2
2241362,21270001169,Haddenham Custom Pertex Class 2 Panty Ly,2127000,1169,1,157.32,145.72,1
242586,21270001170,Haddenham Custom Pertex Class 3 Toe Cap ,2127000,1170,1,91.68,84.92,2
5822043,21270001171,Haddenham Custom Pertex Class 3 B/Knee L,2127000,1171,1,76.06,70.47,2
7505627,21270001172,Haddenham Custom Pertex Class 3 Thigh Ly,2127000,1172,1,45.84,42.47,1
4890267,21270001174,Haddenham Custom Pertex Class 3 Panty Ly,2127000,1174,1,166.7,154.41,1
2024577,21270001175,Haddenham Custom Pertex L/Limb Acc Slc G,2127000,1175,1,15.62,14.47,2
2311905,21270001177,Haddenham Custom Pertex L/Limb Acc Zip  ,2127000,1177,1,87.52,81.07,4
5813385,21270001178,Haddenham Custom Pertex L/Limb Acc Velrc,2127000,1178,1,41.68,38.61,2
3680122,21270001179,Haddenham Custom Pertex L/Limb Acc Velcr,2127000,1179,12,682.34,632.05,218
4867072,21270001182,Haddenham Custom Pertex Class 1 A/Sleeve,2127000,1182,1,68.76,63.69,2
3149960,21270001183,Haddenham Custom Pertex Class 1 A/Sleeve,2127000,1183,1,67.72,62.74,1
2323485,21270001184,Haddenham Custom Pertex Class 1 A/Sleeve,2127000,1184,1,87,80.6,1
6874149,21270001187,Haddenham Custom Pertex Class 2 A/Sleeve,2127000,1187,1,35.42,32.81,1
3145096,21270001188,Haddenham Custom Pertex Class 2 A/Sleeve,2127000,1188,1,137.52,127.39,2
3034387,21270001189,Haddenham Custom Pertex Class 2 A/Sleeve,2127000,1189,1,93.77,86.87,1
4697530,21270001192,Haddenham Custom Pertex Class 3 A/Sleeve,2127000,1192,1,36.46,33.78,1
1749326,21270001194,Haddenham Custom Pertex Class 3 A/Sleeve,2127000,1194,1,191.7,177.57,2
1749327,21270001195,Haddenham Custom Pertex U/Limb Acc Slc G,2127000,1195,1,8.34,7.73,2
5839397,21270001196,Haddenham Custom Pertex U/Limb Acc Zip  ,2127000,1196,1,43.76,40.53,2
1822,21270001227,ReadyWrap Knee Lymph Gmt                ,2127000,1227,1,45.36,42.02,1
1823,21270001228,ReadyWrap Thigh Lymph Gmt               ,2127000,1228,1,95.77,88.71,1
749746,21270001229,Sigvaris Cotton Class 2 Panty Open Toe L,2127000,1229,1,105.56,97.79,2
1195345,21270001231,Sigvaris Cotton Class 2 Panty Closed Toe,2127000,1231,2,105.56,97.8,2
3277867,21270001232,Sigvaris Cotton Class 2 Panty Closed Toe,2127000,1232,1,52.78,48.9,1
28595,21270001237,Mediven Active Class 1 B/Knee Closed Toe,2127000,1237,1,57.06,52.85,4
1010877,21270001238,Mediven Active Class 1 B/Knee Closed Toe,2127000,1238,1,57.06,52.87,4
162550,21270001239,Mediven Active Class 2 B/Knee Closed Toe,2127000,1239,1,57.7,53.46,4
1493696,21270001240,Mediven Active Class 2 B/Knee Closed Toe,2127000,1240,1,28.85,26.74,2
4842085,21270001241,ReadyWrap Armsleeve Lymph Gmt           ,2127000,1241,1,168.35,155.95,1
736118,21270001242,Juxta-Fit Essentials Upper Leg + Knee Pi,2127000,1242,1,143.77,133.17,1
2051955,21270001243,Juxta-Fit Essentials Upper Leg + Knee Pi,2127000,1243,1,143.77,133.18,1
1974276,21270001244,Juxta-Fit Essentials Full Leg Liner Sock,2127000,1244,1,17.58,16.28,2
1606822,21270001245,Juzo Dynamic Class 1 B/Knee Closed Toe L,2127000,1245,1,74.13,68.68,6
1434304,21270001247,Juzo Dynamic Class 1 B/Knee Closed Toe+S,2127000,1247,1,26.71,24.74,2
2829278,21270001249,Juzo Dynamic Class 1 Thigh Closed Toe+Sl,2127000,1249,1,45.71,42.35,2
8328876,21270001252,Juzo Dynamic Class 1 Tights Open Toe Lym,2127000,1252,1,98.8,91.53,2
6574716,21270001253,Juzo Dynamic Class 1 Tights Closed Toe L,2127000,1253,1,49.4,45.77,1
2722320,21270001258,Juzo Dynamic Class 2 B/Knee Closed Toe L,2127000,1258,1,24.71,22.9,2
3049513,21270001259,Juzo Dynamic Class 2 B/Knee Open Toe + S,2127000,1259,1,13.36,12.49,1
5905495,21270001260,Juzo Dynamic Class 2 B/Knee Closed Toe+S,2127000,1260,1,53.42,49.49,4
8326640,21270001261,Juzo Dynamic Class 2 Thigh Closed Toe Ly,2127000,1261,2,145.8,135.08,8
2794346,21270001262,Juzo Dynamic Class 2 Thigh Closed Toe + ,2127000,1262,1,45.71,42.35,2
559726,21270001263,Juzo Dynamic Class 2 Thigh Open Toe+Wide,2127000,1263,1,45.71,42.35,2
5541970,21270001264,Juzo Dynamic Class 2 Thigh C/T + Wide Sl,2127000,1264,1,45.71,42.35,2
851067,21270001265,Juzo Dynamic Class 2 Tights Open Toe Lym,2127000,1265,2,98.8,91.54,2
2114081,21270001266,Juzo Dynamic Class 2 Tights Closed Toe L,2127000,1266,1,49.4,45.76,1
3345289,21270001268,Juzo Dynamic Class 2 Thigh+w/a Closed To,2127000,1268,1,84.69,78.46,3
4367047,21270001269,Juzo Dynamic Class 2 Thigh+w/a Open Toe ,2127000,1269,1,56.46,52.3,2
3345290,21270001271,Juzo Dynamic Class 3 B/Knee Closed Toe L,2127000,1271,2,51.32,47.56,4
3058834,21270001275,Juzo Dynamic Class 3 Thigh Closed Toe + ,2127000,1275,1,48.79,45.21,2
5284590,21270001276,Juzo Dynamic Class 3 Thigh Open Toe+Wide,2127000,1276,1,48.79,45.19,2
4025856,21270001279,Juzo Dynamic Class 3 Tights Closed Toe L,2127000,1279,1,98.8,91.53,2
580205,21270001286,Juzo Soft Class 1 B/Knee Open Toe + Slc ,2127000,1286,2,53.42,49.5,4
648572,21270001287,Juzo Soft Class 1 B/Knee Closed Toe + Sl,2127000,1287,2,53.42,49.51,4
4373294,21270001288,Juzo Soft Class 1 Thigh Open Toe + Wide ,2127000,1288,2,94.62,87.64,4
2716426,21270001289,Juzo Soft Class 1 Thigh Closed Toe+Wide ,2127000,1289,1,94.62,87.66,4
769220,21270001290,Juzo Soft Class 1 Tights Open Toe Lymph ,2127000,1290,1,100.82,93.4,2
242587,21270001291,Juzo Soft Class 1 Tights Closed Toe Lymp,2127000,1291,2,100.82,93.4,2
923904,21270001293,Juzo Soft Class 1 Thigh + w/a Closed Toe,2127000,1293,1,57.46,53.24,2
966790,21270001295,Juzo Soft Class 1 Thigh + w/a Closed Toe,2127000,1295,1,57.46,53.24,2
8201285,21270001296,Juzo Soft Class 2 B/Knee Open Toe + Slc ,2127000,1296,1,26.71,24.74,2
680391,21270001297,Juzo Soft Class 2 B/Knee Closed Toe + Sl,2127000,1297,1,26.71,24.75,2
720771,21270001298,Juzo Soft Class 2 Thigh Open Toe + Wide ,2127000,1298,1,94.62,87.66,4
3049514,21270001299,Juzo Soft Class 2 Thigh Closed Toe+Wide ,2127000,1299,1,47.31,43.83,2
9007547,21270001300,Juzo Soft Class 2 Tights Open Toe Lymph ,2127000,1300,1,151.23,140.09,3
4197,21270001301,Juzo Soft Class 2 Tights Closed Toe Lymp,2127000,1301,1,100.82,93.4,2
4380256,21270001304,Juzo Soft Class 2 Thigh + w/a Open Toe L,2127000,1304,1,57.46,53.22,2
6741864,21270001307,Sigvaris MTM Cotton Class 1 Thigh Closed,2127000,1307,1,90.38,83.73,2
1329518,21270001308,Sigvaris MTM Cotton Class 2 Thigh Open T,2127000,1308,1,48.99,45.39,1
1223771,21270001309,Sigvaris MTM Cotton Class 2 Thigh Closed,2127000,1309,2,195.96,181.54,4
7198991,21270001312,varicase Class 1 B/Knee Open Toe Lymph G,2127000,1312,1,17.77,16.47,2
4770771,21270001319,varicase Class 1 Thigh Closed Toe Slc Ba,2127000,1319,1,24.65,22.85,2
4770772,21270001322,varicase Class 2 B/Knee Closed Toe Lymph,2127000,1322,1,19.14,17.74,2
6220024,21270001328,varicase Class 2 B/Knee C/T Compress Soc,2127000,1328,1,19,17.61,2
3835064,21270001329,varicase Class 3 B/Knee Open Toe Lymph G,2127000,1329,1,19.66,18.22,2
1857599,21270001333,Juzo Dynamic Class 1 Armsleeve Lymph Gmt,2127000,1333,1,32.08,29.73,2
1855758,21270001335,Juzo Dynamic Class 1 Armsleeve + Slc Ban,2127000,1335,1,21.01,19.47,1
2589049,21270001336,Juzo Dynamic Class 1 Armsleeve + Slc Ban,2127000,1336,1,42.02,38.93,2
273267,21270001337,Juzo Dynamic Class 1 Combined A/Sleeve +,2127000,1337,1,66.34,61.46,2
2597023,21270001338,Juzo Dynamic Class 1 Combined A/Sleeve+S,2127000,1338,1,33.17,30.74,1
8459777,21270001339,Juzo Dynamic Class 1 Armsleeve + Shoulde,2127000,1339,1,22.92,21.24,1
293553,21270001341,Juzo Dynamic Class 2 Armsleeve Lymph Gmt,2127000,1341,1,32.08,29.73,2
2569134,21270001342,Juzo Dynamic Class 2 Armsleeve Max Lymph,2127000,1342,2,32.08,29.74,2
1826108,21270001343,Juzo Dynamic Class 2 Armsleeve + Slc Ban,2127000,1343,1,42.02,38.93,2
4109119,21270001344,Juzo Dynamic Class 2 Armsleeve + Slc Ban,2127000,1344,1,21.01,19.47,1
259804,21270001345,Juzo Dynamic Class 2 Combined A/Sleeve +,2127000,1345,1,66.34,61.46,2
486955,21270001346,Juzo Dynamic Class 2 Combined A/Sleeve+S,2127000,1346,1,33.17,30.74,1
8168023,21270001347,Juzo Dynamic Class 2 Armsleeve + Shoulde,2127000,1347,1,45.84,42.47,2
8259981,21270001348,Juzo Dynamic Class 2 A/Sleeve+Shoulder &,2127000,1348,1,45.84,42.47,2
4842086,21270001349,ReadyWrap Gauntlet Lymph Gmt            ,2127000,1349,1,28.23,26.16,1
988927,21270001350,Juzo Expert Custom Fit Class 1 Armsleeve,2127000,1350,1,65.2,60.41,2
640072,21270001351,Juzo Expert Custom Fit Class 1 Armsleeve,2127000,1351,1,130.4,120.8,2
1791502,21270001352,Juzo Expert Custom Fit Class 1 Armsleeve,2127000,1352,1,165.02,152.87,2
8463005,21270001355,Juzo Expert Custom Fit Class 1 Glove+O/F,2127000,1355,2,105.94,98.15,2
3680127,21270001357,Juzo Expert Custom Fit Class 1 Glove+O/F,2127000,1357,1,107.98,100.02,2
2562661,21270001358,Juzo Expert Custom Fit Class 1 Glove+C/F,2127000,1358,1,53.99,50.02,1
497402,21270001360,Juzo Expert Custom Fit Class 2 Armsleeve,2127000,1360,1,68.76,63.7,2
549240,21270001361,Juzo Expert Custom Fit Class 2 Armsleeve,2127000,1361,1,132.42,122.67,2
3227598,21270001362,Juzo Expert Custom Fit Class 2 Armsleeve,2127000,1362,1,179.28,166.06,2
9682297,21270001365,Juzo Expert Custom Fit Class 2 Glove+C/F,2127000,1365,1,58.57,54.26,1
1474350,21270001366,Juzo Expert Custom Fit Class 2 Glove+O/F,2127000,1366,1,58.57,54.26,1
6614369,21270001367,Juzo Expert Custom Fit Class 2 Glove+O/F,2127000,1367,1,119.18,110.41,2
2529451,21270001368,Juzo Expert Custom Fit Class 2 Glove+C/F,2127000,1368,1,59.59,55.2,1
497403,21270001376,Juzo Expert Acc For U/Limb Anatomically ,2127000,1376,1,12.22,11.32,2
497404,21270001377,Juzo Expert Acc For U/Limb Border       ,2127000,1377,1,8.06,7.47,2
497405,21270001381,Juzo Expert Acc For U/Limb Overheight   ,2127000,1381,1,12.22,11.32,2
2529454,21270001382,Juzo Expert Acc For U/Limb Pressure Pads,2127000,1382,1,10.19,9.44,1
3227601,21270001384,Juzo Expert Acc For U/Limb Shoulder Cap ,2127000,1384,1,34.94,32.36,2
3680129,21270001385,Juzo Expert Acc For U/Limb Slc Stopper (,2127000,1385,1,8.06,7.47,2
2791454,21270001386,Juzo Expert Acc For U/Limb Tricot Lining,2127000,1386,1,30.56,28.31,2
242588,21270001390,Juzo Expert Custom Fit Class 1 B/Knee Ly,2127000,1390,2,192.54,178.35,6
680392,21270001391,Juzo Expert Custom Fit Class 1 Thigh Lym,2127000,1391,1,76.4,70.78,2
6018498,21270001392,Juzo Expert Custom Fit Class 1 Thigh+Hip,2127000,1392,1,230.24,213.28,4
586284,21270001394,Juzo Expert Custom Fit Class 1 Capri Pan,2127000,1394,1,119.19,110.42,1
2805035,21270001395,Juzo Expert Custom Fit Class 1 Bermuda P,2127000,1395,1,95.76,88.71,1
1040881,21270001396,Juzo Expert Custom Fit Class 2 Foot + Op,2127000,1396,1,88.62,82.1,2
635044,21270001397,Juzo Expert Custom Fit Class 2 B/Knee Ly,2127000,1397,1,68.26,63.23,2
483071,21270001398,Juzo Expert Custom Fit Class 2 Thigh Lym,2127000,1398,1,84.56,78.34,2
934079,21270001399,Juzo Expert Custom Fit Class 2 Thigh+Hip,2127000,1399,2,117.14,108.53,2
4732949,21270001400,Juzo Expert Custom Fit Class 2 Tights Op,2127000,1400,1,285.24,264.21,2
966797,21270001401,Juzo Expert Custom Fit Class 2 Capri Pan,2127000,1401,2,601,556.7,5
2699649,21270001402,Juzo Expert Custom Fit Class 2 Bermuda P,2127000,1402,1,96.78,89.66,1
751714,21270001404,Juzo Expert Custom Fit Class 3 B/Knee Ly,2127000,1404,1,37.69,34.92,1
773024,21270001405,Juzo Expert Custom Fit Class 3 Thigh Lym,2127000,1405,1,181.32,167.95,4
6571935,21270001406,Juzo Expert Custom Fit Class 3 Thigh+Hip,2127000,1406,1,244.48,226.47,4
680394,21270001410,Juzo Expert Custom Fit Class 4 B/Knee Ly,2127000,1410,1,79.46,73.61,2
2536416,21270001411,Juzo Expert Custom Fit Class 4 Thigh Lym,2127000,1411,1,101.86,94.36,2
635045,21270001412,Juzo Expert Custom Fit Class 4 Thigh+Hip,2127000,1412,1,134.46,124.55,2
242589,21270001414,Juzo Expert Custom Fit Acc For L/Limb Ad,2127000,1414,2,22.92,21.23,6
906822,21270001415,Juzo Expert Custom Fit Acc For L/Limb Ad,2127000,1415,2,15.28,14.15,2
953654,21270001416,Juzo Expert Custom Fit Acc For L/Limb Ad,2127000,1416,1,24.45,22.65,3
773026,21270001417,Juzo Expert Custom Fit Acc For L/Limb Ba,2127000,1417,1,24.44,22.64,4
242590,21270001418,Juzo Expert Custom Fit Acc For L/Limb Cl,2127000,1418,2,3,2.78,6
906824,21270001423,Juzo Expert Custom Fit Acc For L/Limb In,2127000,1423,1,6.12,5.67,2
773027,21270001426,Juzo Expert Custom Fit Acc For L/Limb Ov,2127000,1426,1,24.44,22.64,4
631113,21270001427,Juzo Expert Custom Fit Acc For L/Limb Pr,2127000,1427,1,10.19,9.44,1
2571571,21270001428,Juzo Expert Custom Fit Acc For L/Limb Sl,2127000,1428,2,15.28,14.15,4
1494985,21270001429,Juzo Expert Custom Fit Acc For L/Limb Tr,2127000,1429,1,61.12,56.61,4
3174619,21270001430,Juzo Expert Custom Fit Acc For L/Limb Ve,2127000,1430,1,81.52,75.51,8
2720073,21270001431,Juzo Expert Custom Fit Acc For L/Limb Zi,2127000,1431,1,40.74,37.74,2
4988587,21270001433,Juzo Expert Strong Class 1 Armsleeve + G,2127000,1433,1,134.46,124.56,2
105062,21270001439,Juzo Expert Strong Class 1 Glove+Open Fi,2127000,1439,1,56.03,51.91,1
1372896,21270001441,Juzo Expert Strong Class 2 Armsleeve Lym,2127000,1441,1,71.3,66.06,2
5773923,21270001442,Juzo Expert Strong Class 2 Armsleeve + G,2127000,1442,1,68.25,63.23,1
8856719,21270001443,Juzo Expert Strong Class 2 Armsleeve + G,2127000,1443,1,183.36,169.86,2
9790400,21270001448,Juzo Expert Strong Class 2 Glove+Open Fi,2127000,1448,1,121.22,112.28,2
2566282,21270001452,Juzo Expert Strong Class 3 Armsleeve + G,2127000,1452,3,374.88,347.28,4
9790401,21270001457,Juzo Expert Strong Acc For U/Limb Border,2127000,1457,1,8.06,7.47,2
9790402,21270001461,Juzo Expert Strong Acc For U/Limb Overhe,2127000,1461,1,12.22,11.32,2
2718970,21270001470,Juzo Expert Strong Class 1 B/Knee Lymph ,2127000,1470,1,65.2,60.41,2
8849703,21270001471,Juzo Expert Strong Class 1 Thigh Lymph G,2127000,1471,1,38.71,35.87,1
5765403,21270001474,Juzo Expert Strong Class 1 Capri Pants L,2127000,1474,1,120.2,111.35,1
6358376,21270001476,Juzo Expert Strong Class 2 Foot + Open T,2127000,1476,1,89.64,83.04,2
906825,21270001477,Juzo Expert Strong Class 2 B/Knee Lymph ,2127000,1477,1,69.28,64.17,2
1013836,21270001478,Juzo Expert Strong Class 2 Thigh Lymph G,2127000,1478,1,171.12,158.52,4
3710201,21270001480,Juzo Expert Strong Class 2 Tights Open T,2127000,1480,1,147.71,136.83,1
1258830,21270001481,Juzo Expert Strong Class 2 Capri Pants L,2127000,1481,1,121.22,112.3,1
2501802,21270001484,Juzo Expert Strong Class 3 B/Knee Lymph ,2127000,1484,1,76.4,70.78,2
4509512,21270001485,Juzo Expert Strong Class 3 Thigh Lymph G,2127000,1485,1,45.84,42.47,1
6571937,21270001486,Juzo Expert Strong Class 3 Thigh + Hip A,2127000,1486,1,248.56,230.25,4
5190459,21270001493,Juzo Expert Strong Class 4 Tights Open T,2127000,1493,1,376.92,349.13,2
906826,21270001494,Juzo Expert Strong Acc For L/Limb Adh Bo,2127000,1494,1,7.64,7.08,2
5190460,21270001496,Juzo Expert Strong Acc For L/Limb Adj Wa,2127000,1496,1,16.3,15.1,2
3324866,21270001497,Juzo Expert Strong Acc For L/Limb Ball S,2127000,1497,1,12.22,11.32,2
906827,21270001498,Juzo Expert Strong Acc For L/Limb Closed,2127000,1498,1,1,0.93,2
2567760,21270001503,Juzo Expert Strong Acc For L/Limb Instep,2127000,1503,1,12.24,11.34,4
906828,21270001506,Juzo Expert Strong Acc For L/Limb Overhe,2127000,1506,1,12.22,11.32,2
4596052,21270001507,Juzo Expert Strong Acc For L/Limb Pressu,2127000,1507,1,10.19,9.44,1
5012184,21270001508,Juzo Expert Strong Acc For L/Limb Slc St,2127000,1508,1,3.82,3.54,1
